protein1,protein2,combined_score
4932.YGL115W,4932.YGL208W,999
4932.YGL115W,4932.YJL089W,909
4932.YGL115W,4932.YOR018W,784
4932.YGL115W,4932.YKL048C,882
4932.YGL115W,4932.YHR186C,924
4932.YGL115W,4932.YPL150W,875
4932.YGL115W,4932.YLR096W,875
4932.YGL116W,4932.YPL267W,926
4932.YGL116W,4932.YGR092W,790
4932.YGL116W,4932.YJL076W,801
4932.YGL116W,4932.YOR058C,829
4932.YGL116W,4932.YJL187C,894
4932.YGL116W,4932.YGL190C,878
4932.YGL116W,4932.YNL088W,724
4932.YGL116W,4932.YMR055C,874
4932.YGL116W,4932.YMR273C,709
4932.YGL116W,4932.YJL030W,999
4932.YGL116W,4932.YPL209C,922
4932.YGL116W,4932.YMR119W,747
4932.YGL116W,4932.YHR166C,999
4932.YGL116W,4932.YJR010W,846
4932.YGL116W,4932.YJL194W,902
4932.YGL116W,4932.YKL022C,999
4932.YGL116W,4932.YMR043W,759
4932.YGL116W,4932.YLR127C,966
4932.YGL116W,4932.YMR199W,891
4932.YGL116W,4932.YGR109C,957
4932.YGL116W,4932.YJR064W,745
4932.YGL116W,4932.YIL144W,833
4932.YGL116W,4932.YIL142W,782
4932.YGL116W,4932.YOR026W,999
4932.YGL116W,4932.YKL101W,897
4932.YGL116W,4932.YMR001C,970
4932.YGL116W,4932.YJL013C,999
4932.YGL116W,4932.YPR007C,721
4932.YGL116W,4932.YGR188C,999
4932.YGL116W,4932.YNL172W,975
4932.YGL116W,4932.YHR152W,743
4932.YGL116W,4932.YML064C,707
4932.YGL116W,4932.YGR225W,909
4932.YGL116W,4932.YPL031C,704
4932.YGL116W,4932.YOR249C,995
4932.YGL116W,4932.YGR108W,977
4932.YGL116W,4932.YKL042W,838
4932.YGL116W,4932.YPR119W,995
4932.YGL116W,4932.YGR098C,981
4932.YGL116W,4932.YKL210W,791
4932.YGL116W,4932.YOR195W,865
4932.YGL116W,4932.YOR073W,853
4932.YGL116W,4932.YLR079W,899
4932.YGL116W,4932.YNL008C,734
4932.YGL116W,4932.YLR210W,855
4932.YGL116W,4932.YGR140W,702
4932.YGL116W,4932.YOR339C,868
4932.YGL116W,4932.YNL159C,733
4932.YGL116W,4932.YOR014W,707
4932.YGL116W,4932.YOL069W,748
4932.YGL116W,4932.YIR025W,916
4932.YGL116W,4932.YPR120C,999
4932.YGL116W,4932.YLR102C,999
4932.YGL116W,4932.YPL256C,861
4932.YGL116W,4932.YGL240W,994
4932.YGL116W,4932.YIL046W,850
4932.YGL119W,4932.YOR125C,997
4932.YGL119W,4932.YLR290C,970
4932.YGL119W,4932.YLR201C,994
4932.YGL119W,4932.YPL252C,764
4932.YGL119W,4932.YML110C,998
4932.YGL119W,4932.YNR041C,996
4932.YGL119W,4932.YOL096C,999
4932.YGL119W,4932.YOL008W,926
4932.YGL119W,4932.YGR255C,998
4932.YGL119W,4932.YPL109C,869
4932.YGL120C,4932.YNL002C,859
4932.YGL120C,4932.YPL126W,954
4932.YGL120C,4932.YHR065C,751
4932.YGL120C,4932.YOR340C,799
4932.YGL120C,4932.YKR081C,967
4932.YGL120C,4932.YOR319W,707
4932.YGL120C,4932.YKL074C,810
4932.YGL120C,4932.YIL035C,753
4932.YGL120C,4932.YOR078W,871
4932.YGL120C,4932.YGR145W,980
4932.YGL120C,4932.YNL110C,900
4932.YGL120C,4932.YPL012W,991
4932.YGL120C,4932.YPL081W,870
4932.YGL120C,4932.YNL061W,966
4932.YGL120C,4932.YGR006W,884
4932.YGL120C,4932.YJL050W,969
4932.YGL120C,4932.YOL041C,821
4932.YGL120C,4932.YOL115W,775
4932.YGL120C,4932.YKL172W,883
4932.YGL120C,4932.YJR002W,933
4932.YGL120C,4932.YKL173W,999
4932.YGL120C,4932.YMR014W,782
4932.YGL120C,4932.YGL171W,996
4932.YGL120C,4932.YOR096W,850
4932.YGL120C,4932.YNL248C,783
4932.YGL120C,4932.YPL151C,988
4932.YGL120C,4932.YHR052W,927
4932.YGL120C,4932.YNL224C,999
4932.YGL120C,4932.YJL148W,782
4932.YGL120C,4932.YLR116W,793
4932.YGL120C,4932.YHR197W,706
4932.YGL120C,4932.YPL043W,917
4932.YGL120C,4932.YKR024C,881
4932.YGL120C,4932.YJR050W,890
4932.YGL120C,4932.YPR101W,855
4932.YGL120C,4932.YNR038W,876
4932.YGL120C,4932.YOR048C,751
4932.YGL120C,4932.YKL009W,871
4932.YGL120C,4932.YKL014C,859
4932.YGL120C,4932.YMR143W,774
4932.YGL120C,4932.YOR159C,975
4932.YGL120C,4932.YLR409C,994
4932.YGL120C,4932.YGL174W,735
4932.YGL120C,4932.YJR123W,853
4932.YGL120C,4932.YLR276C,939
4932.YGL120C,4932.YKL078W,999
4932.YGL120C,4932.YLR002C,797
4932.YGL120C,4932.YPR182W,982
4932.YGL120C,4932.YIR009W,956
4932.YGL120C,4932.YOL144W,785
4932.YGL120C,4932.YKR086W,795
4932.YGL120C,4932.YKL095W,994
4932.YGL120C,4932.YGR245C,779
4932.YGL120C,4932.YJL010C,982
4932.YGL120C,4932.YOR039W,728
4932.YGL120C,4932.YHR066W,746
4932.YGL120C,4932.YPL217C,998
4932.YGL120C,4932.YKR092C,867
4932.YGL120C,4932.YMR093W,927
4932.YGL120C,4932.YPL226W,920
4932.YGL120C,4932.YGR074W,969
4932.YGL120C,4932.YLR009W,849
4932.YGL120C,4932.YJL203W,907
4932.YGL120C,4932.YOR272W,943
4932.YGL120C,4932.YLR186W,943
4932.YGL120C,4932.YGL189C,785
4932.YGL120C,4932.YOR119C,830
4932.YGL120C,4932.YOR061W,787
4932.YGL120C,4932.YLL008W,875
4932.YGL120C,4932.YIL091C,835
4932.YGL120C,4932.YNL207W,920
4932.YGL120C,4932.YNL112W,951
4932.YGL120C,4932.YNR053C,856
4932.YGL120C,4932.YKL149C,803
4932.YGL120C,4932.YMR288W,956
4932.YGL120C,4932.YHR165C,998
4932.YGL120C,4932.YHR170W,805
4932.YGL120C,4932.YKL021C,717
4932.YGL120C,4932.YGL128C,995
4932.YGL120C,4932.YLR003C,948
4932.YGL120C,4932.YLR340W,802
4932.YGL120C,4932.YLL011W,924
4932.YGL120C,4932.YMR290C,997
4932.YGL120C,4932.YGR093W,772
4932.YGL120C,4932.YJR041C,756
4932.YGL120C,4932.YKL143W,890
4932.YGL120C,4932.YKR060W,969
4932.YGL120C,4932.YGR103W,922
4932.YGL120C,4932.YLR222C,963
4932.YGL120C,4932.YOR206W,982
4932.YGL120C,4932.YOR056C,949
4932.YGL120C,4932.YGR278W,740
4932.YGL120C,4932.YJL069C,948
4932.YGL120C,4932.YPR010C,916
4932.YGL120C,4932.YPL213W,996
4932.YGL120C,4932.YGR280C,999
4932.YGL120C,4932.YOL010W,986
4932.YGL120C,4932.YMR240C,781
4932.YGL120C,4932.YNL132W,996
4932.YGL120C,4932.YLR147C,961
4932.YGL120C,4932.YOL077C,824
4932.YGL120C,4932.YOR001W,743
4932.YGL120C,4932.YMR217W,762
4932.YGL120C,4932.YGR159C,934
4932.YGL120C,4932.YPL266W,905
4932.YGL120C,4932.YLL036C,998
4932.YGL120C,4932.YLR175W,995
4932.YGL120C,4932.YOR310C,996
4932.YGL120C,4932.YNL004W,724
4932.YGL120C,4932.YJR145C,815
4932.YGL120C,4932.YGR128C,962
4932.YGL120C,4932.YGR129W,989
4932.YGL120C,4932.YNL308C,911
4932.YGL120C,4932.YMR116C,827
4932.YGL120C,4932.YLR117C,998
4932.YGL120C,4932.YLR196W,872
4932.YGL120C,4932.YPR137W,911
4932.YGL120C,4932.YML063W,823
4932.YGL120C,4932.YHR148W,880
4932.YGL120C,4932.YML049C,809
4932.YGL120C,4932.YOL124C,760
4932.YGL120C,4932.YKR022C,996
4932.YGL120C,4932.YMR049C,971
4932.YGL120C,4932.YHR169W,995
4932.YGL120C,4932.YMR128W,950
4932.YGL120C,4932.YGR090W,950
4932.YGL120C,4932.YPR144C,988
4932.YGL120C,4932.YNL245C,925
4932.YGL120C,4932.YGR081C,947
4932.YGL120C,4932.YOR308C,997
4932.YGL120C,4932.YOR145C,984
4932.YGL120C,4932.YLR275W,988
4932.YGL120C,4932.YLR424W,999
4932.YGL120C,4932.YMR229C,994
4932.YGL120C,4932.YLR197W,985
4932.YGL120C,4932.YPR112C,977
4932.YGL120C,4932.YGR214W,859
4932.YGL120C,4932.YHR089C,715
4932.YGL120C,4932.YMR131C,816
4932.YGL120C,4932.YLR398C,735
4932.YGL120C,4932.YJL033W,937
4932.YGL120C,4932.YPL093W,918
4932.YGL120C,4932.YMR213W,999
4932.YGL120C,4932.YNL178W,885
4932.YGL120C,4932.YPL211W,901
4932.YGL120C,4932.YPL090C,801
4932.YGL120C,4932.YOR287C,793
4932.YGL120C,4932.YNL075W,923
4932.YGL120C,4932.YNR054C,998
4932.YGL120C,4932.YHR196W,917
4932.YGL120C,4932.YLR441C,851
4932.YGL120C,4932.YOR341W,883
4932.YGL120C,4932.YJL109C,964
4932.YGL120C,4932.YML093W,928
4932.YGL120C,4932.YHR203C,828
4932.YGL120C,4932.YLR129W,977
4932.YGL120C,4932.YGR251W,770
4932.YGL121C,4932.YOR371C,977
4932.YGL121C,4932.YMR116C,740
4932.YGL122C,4932.YLR347C,791
4932.YGL122C,4932.YMR125W,767
4932.YGL122C,4932.YNL139C,803
4932.YGL122C,4932.YIL115C,811
4932.YGL122C,4932.YPL178W,996
4932.YGL122C,4932.YIR001C,748
4932.YGL122C,4932.YKL186C,845
4932.YGL122C,4932.YOL123W,998
4932.YGL122C,4932.YPL169C,990
4932.YGL122C,4932.YLR335W,706
4932.YGL122C,4932.YML103C,759
4932.YGL122C,4932.YHR167W,846
4932.YGL122C,4932.YGR246C,796
4932.YGL122C,4932.YNL004W,723
4932.YGL122C,4932.YMR255W,996
4932.YGL122C,4932.YKR095W,958
4932.YGL122C,4932.YKR002W,733
4932.YGL122C,4932.YMR129W,704
4932.YGL122C,4932.YOR046C,900
4932.YGL122C,4932.YOR001W,855
4932.YGL122C,4932.YGR218W,742
4932.YGL122C,4932.YIL149C,852
4932.YGL122C,4932.YOR098C,733
4932.YGL122C,4932.YPL190C,802
4932.YGL122C,4932.YNL016W,833
4932.YGL122C,4932.YNL189W,773
4932.YGL123W,4932.YOR004W,939
4932.YGL123W,4932.YIL133C,999
4932.YGL123W,4932.YPR110C,962
4932.YGL123W,4932.YKL060C,761
4932.YGL123W,4932.YKL180W,999
4932.YGL123W,4932.YNL135C,848
4932.YGL123W,4932.YNL007C,946
4932.YGL123W,4932.YOL120C,999
4932.YGL123W,4932.YGR169C-A,925
4932.YGL123W,4932.YOR052C,913
4932.YGL123W,4932.YJL136C,999
4932.YGL123W,4932.YPL013C,985
4932.YGL123W,4932.YPR166C,906
4932.YGL123W,4932.YPL237W,997
4932.YGL123W,4932.YLR048W,999
4932.YGL123W,4932.YOL127W,999
4932.YGL123W,4932.YGL173C,879
4932.YGL123W,4932.YHL033C,999
4932.YGL123W,4932.YLR150W,998
4932.YGL123W,4932.YPL079W,996
4932.YGL123W,4932.YOR167C,999
4932.YGL123W,4932.YHR174W,721
4932.YGL123W,4932.YGL129C,946
4932.YGL123W,4932.YPR100W,916
4932.YGL123W,4932.YOR312C,998
4932.YGL123W,4932.YNL302C,999
4932.YGL123W,4932.YOR182C,999
4932.YGL123W,4932.YIL148W,997
4932.YGL123W,4932.YHL015W,999
4932.YGL123W,4932.YJR002W,960
4932.YGL123W,4932.YKL173W,840
4932.YGL123W,4932.YMR239C,820
4932.YGL123W,4932.YJL190C,999
4932.YGL123W,4932.YGL171W,861
4932.YGL123W,4932.YGR085C,999
4932.YGL123W,4932.YJR007W,999
4932.YGL123W,4932.YOL151W,788
4932.YGL123W,4932.YOR151C,897
4932.YGL123W,4932.YOR096W,999
4932.YGL123W,4932.YPL081W,999
4932.YGL123W,4932.YPL037C,786
4932.YGL123W,4932.YOR063W,999
4932.YGL123W,4932.YLR244C,716
4932.YGL123W,4932.YLR061W,996
4932.YGL123W,4932.YPR102C,999
4932.YGL123W,4932.YLR249W,997
4932.YGL123W,4932.YPR189W,852
4932.YGL123W,4932.YLR287C-A,999
4932.YGL123W,4932.YLR388W,999
4932.YGL123W,4932.YGR220C,964
4932.YGL123W,4932.YJL138C,841
4932.YGL123W,4932.YJR014W,736
4932.YGL123W,4932.YLR406C,991
4932.YGL123W,4932.YOR078W,902
4932.YGL123W,4932.YHR027C,718
4932.YGL123W,4932.YNL177C,880
4932.YGL123W,4932.YHR021C,999
4932.YGL123W,4932.YLR167W,999
4932.YGL123W,4932.YOL040C,999
4932.YGL123W,4932.YGR145W,834
4932.YGL123W,4932.YPL012W,906
4932.YGL123W,4932.YHR065C,890
4932.YGL123W,4932.YPL126W,908
4932.YGL123W,4932.YNL002C,990
4932.YGL123W,4932.YML024W,999
4932.YGL123W,4932.YPR043W,998
4932.YGL123W,4932.YLR367W,999
4932.YGL123W,4932.YPL118W,788
4932.YGL123W,4932.YJR045C,729
4932.YGL123W,4932.YNL185C,896
4932.YGL123W,4932.YMR024W,815
4932.YGL123W,4932.YJL191W,999
4932.YGL123W,4932.YML009C,985
4932.YGL123W,4932.YML048W,983
4932.YGL123W,4932.YKL003C,987
4932.YGL123W,4932.YKL081W,983
4932.YGL123W,4932.YKL156W,999
4932.YGL123W,4932.YOR234C,993
4932.YGL123W,4932.YPL048W,973
4932.YGL123W,4932.YOR293W,999
4932.YGL123W,4932.YGL213C,894
4932.YGL123W,4932.YKL067W,909
4932.YGL123W,4932.YKL170W,976
4932.YGL123W,4932.YIL091C,905
4932.YGL123W,4932.YNL207W,999
4932.YGL123W,4932.YNL163C,888
4932.YGL123W,4932.YMR309C,996
4932.YGL123W,4932.YMR158W,958
4932.YGL123W,4932.YLR009W,776
4932.YGL123W,4932.YMR230W,999
4932.YGL123W,4932.YIL161W,800
4932.YGL123W,4932.YPL226W,995
4932.YGL123W,4932.YHL001W,997
4932.YGL123W,4932.YNL284C,964
4932.YGL123W,4932.YLR186W,945
4932.YGL123W,4932.YGL189C,999
4932.YGL123W,4932.YOR119C,989
4932.YGL123W,4932.YLR289W,947
4932.YGL123W,4932.YNL005C,988
4932.YGL123W,4932.YHR147C,889
4932.YGL123W,4932.YOR361C,997
4932.YGL123W,4932.YOR091W,913
4932.YGL123W,4932.YNL186W,728
4932.YGL123W,4932.YOR207C,820
4932.YGL123W,4932.YNL014W,969
4932.YGL123W,4932.YMR093W,918
4932.YGL123W,4932.YOL031C,856
4932.YGL123W,4932.YGR054W,939
4932.YGL123W,4932.YLR325C,999
4932.YGL123W,4932.YJL025W,915
4932.YGL123W,4932.YPR088C,969
4932.YGL123W,4932.YJR123W,999
4932.YGL123W,4932.YHL004W,976
4932.YGL123W,4932.YKL078W,837
4932.YGL123W,4932.YNR037C,906
4932.YGL123W,4932.YGL157W,791
4932.YGL123W,4932.YJR047C,960
4932.YGL123W,4932.YOL033W,758
4932.YGL123W,4932.YKL167C,935
4932.YGL123W,4932.YKL009W,980
4932.YGL123W,4932.YJR113C,982
4932.YGL123W,4932.YMR142C,995
4932.YGL123W,4932.YML105C,848
4932.YGL123W,4932.YLR409C,920
4932.YGL123W,4932.YMR143W,999
4932.YGL123W,4932.YGR027C,999
4932.YGL123W,4932.YHR038W,971
4932.YGL123W,4932.YMR286W,910
4932.YGL123W,4932.YML017W,837
4932.YGL123W,4932.YMR116C,999
4932.YGL123W,4932.YML063W,999
4932.YGL123W,4932.YPR137W,917
4932.YGL123W,4932.YGR215W,710
4932.YGL123W,4932.YLR448W,998
4932.YGL123W,4932.YJL102W,839
4932.YGL123W,4932.YOR310C,951
4932.YGL123W,4932.YJR094W-A,998
4932.YGL123W,4932.YJR145C,999
4932.YGL123W,4932.YJL197W,710
4932.YGL123W,4932.YGR173W,889
4932.YGL123W,4932.YIR032C,921
4932.YGL123W,4932.YJL189W,999
4932.YGL123W,4932.YLR185W,998
4932.YGL123W,4932.YKL122C,823
4932.YGL123W,4932.YHR010W,998
4932.YGL123W,4932.YGR128C,945
4932.YGL123W,4932.YOL039W,998
4932.YGL123W,4932.YPR080W,953
4932.YGL123W,4932.YMR194W,999
4932.YGL123W,4932.YGL143C,797
4932.YGL123W,4932.YOR251C,722
4932.YGL123W,4932.YNL081C,977
4932.YGL123W,4932.YPL266W,964
4932.YGL123W,4932.YMR121C,997
4932.YGL123W,4932.YNL244C,986
4932.YGL123W,4932.YLR264W,999
4932.YGL123W,4932.YLL024C,747
4932.YGL123W,4932.YKR059W,733
4932.YGL123W,4932.YOL114C,823
4932.YGL123W,4932.YMR217W,702
4932.YGL123W,4932.YLR281C,797
4932.YGL123W,4932.YLL056C,788
4932.YGL123W,4932.YHR141C,996
4932.YGL123W,4932.YMR242C,999
4932.YGL123W,4932.YOL010W,710
4932.YGL123W,4932.YJL063C,989
4932.YGL123W,4932.YOR347C,782
4932.YGL123W,4932.YPL143W,999
4932.YGL123W,4932.YIL018W,999
4932.YGL123W,4932.YNL301C,998
4932.YGL123W,4932.YJL069C,914
4932.YGL123W,4932.YOR187W,990
4932.YGL123W,4932.YOR056C,993
4932.YGL123W,4932.YLR222C,917
4932.YGL123W,4932.YPR010C,886
4932.YGL123W,4932.YMR290C,749
4932.YGL123W,4932.YML073C,999
4932.YGL123W,4932.YIL052C,998
4932.YGL123W,4932.YHR062C,891
4932.YGL123W,4932.YKL143W,999
4932.YGL123W,4932.YOL022C,915
4932.YGL123W,4932.YKL006W,999
4932.YGL123W,4932.YMR260C,999
4932.YGL123W,4932.YMR146C,996
4932.YGL123W,4932.YLR340W,999
4932.YGL123W,4932.YLL011W,943
4932.YGL123W,4932.YKL056C,959
4932.YGL123W,4932.YIL021W,961
4932.YGL123W,4932.YOR133W,996
4932.YGL123W,4932.YOR341W,941
4932.YGL123W,4932.YGL147C,999
4932.YGL123W,4932.YLR441C,999
4932.YGL123W,4932.YML093W,937
4932.YGL123W,4932.YJL109C,941
4932.YGL123W,4932.YKR057W,998
4932.YGL123W,4932.YHR203C,999
4932.YGL123W,4932.YLR439W,953
4932.YGL123W,4932.YLR129W,911
4932.YGL123W,4932.YNL096C,999
4932.YGL123W,4932.YNL075W,938
4932.YGL123W,4932.YHR193C,751
4932.YGL123W,4932.YOL023W,919
4932.YGL123W,4932.YHR196W,937
4932.YGL123W,4932.YPR041W,982
4932.YGL123W,4932.YLR060W,764
4932.YGL123W,4932.YPL243W,845
4932.YGL123W,4932.YNL067W,998
4932.YGL123W,4932.YOR168W,782
4932.YGL123W,4932.YGR148C,999
4932.YGL123W,4932.YNL162W,995
4932.YGL123W,4932.YLL039C,931
4932.YGL123W,4932.YJL003W,921
4932.YGL123W,4932.YKR094C,997
4932.YGL123W,4932.YPL131W,999
4932.YGL123W,4932.YKR084C,902
4932.YGL123W,4932.YOR298C-A,973
4932.YGL123W,4932.YMR188C,914
4932.YGL123W,4932.YLR192C,991
4932.YGL123W,4932.YGL195W,946
4932.YGL123W,4932.YNL209W,885
4932.YGL123W,4932.YIL099W,782
4932.YGL123W,4932.YOR116C,912
4932.YGL123W,4932.YPL090C,999
4932.YGL123W,4932.YGR214W,999
4932.YGL123W,4932.YMR193W,982
4932.YGL123W,4932.YNL001W,908
4932.YGL123W,4932.YLR398C,896
4932.YGL123W,4932.YGR201C,780
4932.YGL123W,4932.YJL033W,845
4932.YGL123W,4932.YPL198W,998
4932.YGL123W,4932.YNL178W,999
4932.YGL123W,4932.YGL245W,849
4932.YGL123W,4932.YLL045C,999
4932.YGL123W,4932.YKL099C,908
4932.YGL123W,4932.YOL121C,999
4932.YGL123W,4932.YJL177W,999
4932.YGL123W,4932.YNL137C,969
4932.YGL123W,4932.YML025C,915
4932.YGL123W,4932.YLR197W,957
4932.YGL123W,4932.YPR072W,800
4932.YGL123W,4932.YMR228W,726
4932.YGL123W,4932.YMR229C,999
4932.YGL123W,4932.YOR369C,999
4932.YGL123W,4932.YOR150W,878
4932.YGL123W,4932.YML026C,999
4932.YGL123W,4932.YJR121W,750
4932.YGL123W,4932.YLR029C,999
4932.YGL123W,4932.YPR132W,999
4932.YGL123W,4932.YPL183W-A,989
4932.YGL123W,4932.YNR036C,879
4932.YGL123W,4932.YNL023C,871
4932.YGL123W,4932.YGR118W,999
4932.YGL123W,4932.YOR145C,988
4932.YGL123W,4932.YPR063C,927
4932.YGL123W,4932.YPR144C,936
4932.YGL123W,4932.YMR128W,947
4932.YGL123W,4932.YLR378C,951
4932.YGL123W,4932.YGR090W,961
4932.YGL123W,4932.YPL204W,913
4932.YGL123W,4932.YPL220W,999
4932.YGL123W,4932.YLR075W,999
4932.YGL123W,4932.YIL069C,999
4932.YGL123W,4932.YHR148W,989
4932.YGL123W,4932.YNL069C,996
4932.YGL123W,4932.YLR344W,999
4932.YGL123W,4932.YIR015W,833
4932.YGL123W,4932.YGR034W,999
4932.YGL123W,4932.YLR333C,999
4932.YGL123W,4932.YHR169W,890
4932.YGL123W,4932.YNL252C,946
4932.YGL123W,4932.YLR069C,978
4932.YGL123W,4932.YGL135W,998
4932.YGL123W,4932.YNL306W,938
4932.YGL123W,4932.YPL249C-A,998
4932.YGL124C,4932.YPL045W,807
4932.YGL124C,4932.YLR396C,842
4932.YGL124C,4932.YML001W,998
4932.YGL124C,4932.YMR197C,812
4932.YGL124C,4932.YPR017C,797
4932.YGL124C,4932.YPR155C,816
4932.YGL124C,4932.YOR106W,958
4932.YGL124C,4932.YKL196C,748
4932.YGL124C,4932.YMR231W,887
4932.YGL124C,4932.YLR148W,861
4932.YGL124C,4932.YOR089C,887
4932.YGL124C,4932.YML097C,829
4932.YGL124C,4932.YGL212W,904
4932.YGL124C,4932.YLR240W,744
4932.YGL125W,4932.YPL273W,754
4932.YGL125W,4932.YMR321C,714
4932.YGL125W,4932.YJR130C,708
4932.YGL125W,4932.YLR180W,858
4932.YGL125W,4932.YML082W,739
4932.YGL125W,4932.YOR074C,938
4932.YGL125W,4932.YKR080W,977
4932.YGL125W,4932.YPL023C,999
4932.YGL125W,4932.YLR303W,743
4932.YGL125W,4932.YMR113W,728
4932.YGL125W,4932.YMR189W,841
4932.YGL125W,4932.YGL184C,843
4932.YGL125W,4932.YLR058C,978
4932.YGL125W,4932.YLL062C,810
4932.YGL125W,4932.YGR204W,986
4932.YGL126W,4932.YOR165W,876
4932.YGL126W,4932.YIL090W,760
4932.YGL126W,4932.YKR046C,807
4932.YGL126W,4932.YOR311C,789
4932.YGL126W,4932.YLR404W,835
4932.YGL127C,4932.YHR143W-A,990
4932.YGL127C,4932.YNR010W,999
4932.YGL127C,4932.YPR086W,986
4932.YGL127C,4932.YPR110C,907
4932.YGL127C,4932.YPL042C,991
4932.YGL127C,4932.YGL151W,958
4932.YGL127C,4932.YJL140W,993
4932.YGL127C,4932.YOR224C,989
4932.YGL127C,4932.YJR063W,727
4932.YGL127C,4932.YGR005C,950
4932.YGL127C,4932.YMR112C,993
4932.YGL127C,4932.YPR010C,732
4932.YGL127C,4932.YML114C,715
4932.YGL127C,4932.YPR187W,988
4932.YGL127C,4932.YPR056W,950
4932.YGL127C,4932.YNL025C,965
4932.YGL127C,4932.YOR151C,992
4932.YGL127C,4932.YPR070W,999
4932.YGL127C,4932.YIL021W,993
4932.YGL127C,4932.YHR058C,999
4932.YGL127C,4932.YKL058W,951
4932.YGL127C,4932.YPR025C,886
4932.YGL127C,4932.YJL168C,723
4932.YGL127C,4932.YNL067W,723
4932.YGL127C,4932.YOL051W,994
4932.YGL127C,4932.YLR005W,948
4932.YGL127C,4932.YHR178W,932
4932.YGL127C,4932.YML041C,748
4932.YGL127C,4932.YPL122C,950
4932.YGL127C,4932.YGR104C,999
4932.YGL127C,4932.YGL147C,728
4932.YGL127C,4932.YOR210W,988
4932.YGL127C,4932.YML015C,779
4932.YGL127C,4932.YLR071C,999
4932.YGL127C,4932.YHR041C,999
4932.YGL127C,4932.YNL236W,996
4932.YGL127C,4932.YIL143C,950
4932.YGL127C,4932.YOL135C,999
4932.YGL127C,4932.YOR194C,944
4932.YGL127C,4932.YOR207C,755
4932.YGL127C,4932.YKL028W,950
4932.YGL127C,4932.YPR168W,999
4932.YGL127C,4932.YOR174W,999
4932.YGL127C,4932.YOL005C,991
4932.YGL127C,4932.YKR062W,953
4932.YGL127C,4932.YOL012C,770
4932.YGL127C,4932.YPL129W,929
4932.YGL127C,4932.YGR186W,960
4932.YGL128C,4932.YMR161W,929
4932.YGL128C,4932.YGR129W,865
4932.YGL128C,4932.YLR117C,999
4932.YGL128C,4932.YLL036C,998
4932.YGL128C,4932.YLR008C,895
4932.YGL128C,4932.YNL077W,932
4932.YGL128C,4932.YLR369W,728
4932.YGL128C,4932.YPL213W,934
4932.YGL128C,4932.YLR147C,836
4932.YGL128C,4932.YLR090W,962
4932.YGL128C,4932.YMR213W,999
4932.YGL128C,4932.YPR061C,879
4932.YGL128C,4932.YJL162C,942
4932.YGL128C,4932.YNL064C,958
4932.YGL128C,4932.YLR275W,913
4932.YGL128C,4932.YLR424W,997
4932.YGL128C,4932.YMR214W,861
4932.YGL128C,4932.YKR022C,973
4932.YGL128C,4932.YNL227C,952
4932.YGL128C,4932.YNL245C,754
4932.YGL128C,4932.YNL007C,906
4932.YGL128C,4932.YPR101W,874
4932.YGL128C,4932.YJR097W,961
4932.YGL128C,4932.YPL151C,999
4932.YGL128C,4932.YPL240C,713
4932.YGL128C,4932.YJL073W,816
4932.YGL128C,4932.YKL173W,958
4932.YGL128C,4932.YOR254C,820
4932.YGL128C,4932.YGR285C,933
4932.YGL128C,4932.YHR165C,966
4932.YGL128C,4932.YGR074W,837
4932.YGL128C,4932.YPL106C,730
4932.YGL128C,4932.YKL095W,932
4932.YGL128C,4932.YNL328C,907
4932.YGL128C,4932.YOR159C,811
4932.YGL128C,4932.YIR009W,801
4932.YGL128C,4932.YPR182W,846
4932.YGL129C,4932.YLR284C,836
4932.YGL129C,4932.YPL013C,999
4932.YGL129C,4932.YPR166C,999
4932.YGL129C,4932.YJR075W,920
4932.YGL129C,4932.YJL096W,936
4932.YGL129C,4932.YOR221C,918
4932.YGL129C,4932.YGR215W,999
4932.YGL129C,4932.YML078W,806
4932.YGL129C,4932.YKL180W,916
4932.YGL129C,4932.YNR022C,830
4932.YGL129C,4932.YMR286W,997
4932.YGL129C,4932.YIL133C,905
4932.YGL129C,4932.YHR038W,932
4932.YGL129C,4932.YHL015W,938
4932.YGL129C,4932.YHR075C,900
4932.YGL129C,4932.YPL173W,891
4932.YGL129C,4932.YPR100W,993
4932.YGL129C,4932.YOL114C,965
4932.YGL129C,4932.YNL081C,996
4932.YGL129C,4932.YKR085C,950
4932.YGL129C,4932.YHR008C,896
4932.YGL129C,4932.YNL122C,825
4932.YGL129C,4932.YLR048W,913
4932.YGL129C,4932.YOR187W,760
4932.YGL129C,4932.YOR063W,937
4932.YGL129C,4932.YIL093C,998
4932.YGL129C,4932.YGR150C,888
4932.YGL129C,4932.YGR076C,941
4932.YGL129C,4932.YOR180C,836
4932.YGL129C,4932.YIL018W,908
4932.YGL129C,4932.YHR059W,989
4932.YGL129C,4932.YJL063C,997
4932.YGL129C,4932.YJL190C,732
4932.YGL129C,4932.YKL155C,999
4932.YGL129C,4932.YMR239C,921
4932.YGL129C,4932.YPL118W,996
4932.YGL129C,4932.YIL070C,869
4932.YGL129C,4932.YNL177C,997
4932.YGL129C,4932.YGR220C,997
4932.YGL129C,4932.YJR101W,999
4932.YGL129C,4932.YLR388W,897
4932.YGL129C,4932.YLL013C,737
4932.YGL129C,4932.YKL003C,999
4932.YGL129C,4932.YOL023W,962
4932.YGL129C,4932.YKL138C,876
4932.YGL129C,4932.YML009C,992
4932.YGL129C,4932.YJL191W,888
4932.YGL129C,4932.YLR439W,993
