protein1,protein2,combined_score
4932.YDR150W,4932.YER120W,916
4932.YDR150W,4932.YDR219C,839
4932.YDR150W,4932.YHR129C,846
4932.YDR150W,4932.YOL110W,706
4932.YDR150W,4932.YLR190W,852
4932.YDR150W,4932.YOR326W,848
4932.YDR150W,4932.YEL061C,851
4932.YDR150W,4932.YNL304W,783
4932.YDR150W,4932.YNL271C,816
4932.YDR150W,4932.YPR083W,996
4932.YDR150W,4932.YMR299C,865
4932.YDR150W,4932.YLR084C,771
4932.YDR150W,4932.YKR054C,994
4932.YDR150W,4932.YER016W,931
4932.YDR150W,4932.YPL174C,980
4932.YDR150W,4932.YFL037W,748
4932.YDR150W,4932.YMR294W,991
4932.YDR151C,4932.YOL151W,703
4932.YDR151C,4932.YHR205W,772
4932.YDR151C,4932.YGL173C,734
4932.YDR151C,4932.YGL157W,838
4932.YDR151C,4932.YKL126W,768
4932.YDR151C,4932.YLR136C,844
4932.YDR152W,4932.YGR271W,793
4932.YDR152W,4932.YFR009W,842
4932.YDR152W,4932.YGL195W,972
4932.YDR152W,4932.YOR091W,980
4932.YDR152W,4932.YDR365C,755
4932.YDR152W,4932.YGR173W,999
4932.YDR152W,4932.YPR106W,994
4932.YDR152W,4932.YJR014W,755
4932.YDR153C,4932.YOL062C,771
4932.YDR153C,4932.YGR167W,987
4932.YDR153C,4932.YFL039C,807
4932.YDR153C,4932.YJR125C,989
4932.YDR153C,4932.YDR388W,869
4932.YDR153C,4932.YNL243W,780
4932.YDR153C,4932.YDR358W,705
4932.YDR153C,4932.YHR108W,963
4932.YDR153C,4932.YIR006C,831
4932.YDR153C,4932.YHR161C,747
4932.YDR153C,4932.YJR005W,918
4932.YDR153C,4932.YLR170C,940
4932.YDR153C,4932.YPL259C,924
4932.YDR153C,4932.YNR006W,802
4932.YDR153C,4932.YPR029C,990
4932.YDR153C,4932.YLR206W,767
4932.YDR153C,4932.YKL135C,967
4932.YDR153C,4932.YGL206C,992
4932.YDR153C,4932.YJR058C,904
4932.YDR154C,4932.YJL015C,948
4932.YDR155C,4932.YJL063C,904
4932.YDR155C,4932.YOL068C,927
4932.YDR155C,4932.YOR243C,900
4932.YDR155C,4932.YGR192C,768
4932.YDR155C,4932.YMR116C,751
4932.YDR155C,4932.YJL106W,804
4932.YDR155C,4932.YDR510W,783
4932.YDR155C,4932.YJR075W,909
4932.YDR155C,4932.YJR017C,930
4932.YDR155C,4932.YJR009C,738
4932.YDR155C,4932.YGL194C,996
4932.YDR155C,4932.YOR150W,912
4932.YDR155C,4932.YNL252C,902
4932.YDR155C,4932.YLR439W,903
4932.YDR155C,4932.YGR271C-A,839
4932.YDR155C,4932.YMR188C,809
4932.YDR155C,4932.YJL052W,707
4932.YDR155C,4932.YHR124W,854
4932.YDR155C,4932.YGR220C,915
4932.YDR155C,4932.YMR023C,915
4932.YDR155C,4932.YJL041W,868
4932.YDR155C,4932.YDR336W,898
4932.YDR155C,4932.YNL135C,987
4932.YDR155C,4932.YLR293C,750
4932.YDR155C,4932.YPL240C,863
4932.YDR155C,4932.YKL192C,911
4932.YDR155C,4932.YHR008C,821
4932.YDR155C,4932.YDR519W,933
4932.YDR155C,4932.YMR186W,771
4932.YDR155C,4932.YOR185C,750
4932.YDR155C,4932.YGL129C,803
4932.YDR155C,4932.YPR100W,903
4932.YDR155C,4932.YIL112W,998
4932.YDR155C,4932.YDR310C,843
4932.YDR155C,4932.YKR029C,994
4932.YDR155C,4932.YMR097C,906
4932.YDR155C,4932.YNL185C,908
4932.YDR155C,4932.YNL284C,909
4932.YDR156W,4932.YJL025W,909
4932.YDR156W,4932.YKL125W,958
4932.YDR156W,4932.YOR341W,999
4932.YDR156W,4932.YML043C,800
4932.YDR156W,4932.YOR210W,990
4932.YDR156W,4932.YPR010C,997
4932.YDR156W,4932.YPR187W,999
4932.YDR156W,4932.YNL248C,995
4932.YDR156W,4932.YNL113W,983
4932.YDR156W,4932.YOR340C,999
4932.YDR156W,4932.YHR143W-A,982
4932.YDR156W,4932.YPR110C,991
4932.YDR156W,4932.YOR224C,981
4932.YDR156W,4932.YJR063W,999
4932.YDR156W,4932.YJL148W,999
4932.YDR157W,4932.YLR338W,797
4932.YDR157W,4932.YOR050C,903
4932.YDR157W,4932.YKL118W,831
4932.YDR157W,4932.YPL062W,701
4932.YDR158W,4932.YKL184W,888
4932.YDR158W,4932.YGR208W,712
4932.YDR158W,4932.YOR184W,765
4932.YDR158W,4932.YJR109C,764
4932.YDR158W,4932.YIL074C,733
4932.YDR158W,4932.YJR016C,743
4932.YDR158W,4932.YJR148W,722
4932.YDR158W,4932.YLR438W,731
4932.YDR158W,4932.YER091C,750
4932.YDR158W,4932.YJR139C,999
4932.YDR158W,4932.YHR025W,978
4932.YDR158W,4932.YOR323C,703
4932.YDR158W,4932.YER052C,999
4932.YDR158W,4932.YOL058W,881
4932.YDR158W,4932.YGR155W,799
4932.YDR158W,4932.YGR019W,838
4932.YDR158W,4932.YGL026C,907
4932.YDR158W,4932.YNR058W,741
4932.YDR158W,4932.YER069W,968
4932.YDR158W,4932.YER086W,756
4932.YDR158W,4932.YHR018C,742
4932.YDR158W,4932.YER023W,775
4932.YDR158W,4932.YGL148W,821
4932.YDR158W,4932.YGL009C,766
4932.YDR158W,4932.YIL094C,726
4932.YDR159W,4932.YDR381W,918
4932.YDR159W,4932.YKR095W,832
4932.YDR159W,4932.YJL041W,771
4932.YDR159W,4932.YOR046C,976
4932.YDR159W,4932.YDR363W-A,999
4932.YDR159W,4932.YJL061W,961
4932.YDR159W,4932.YDR192C,929
4932.YDR159W,4932.YKL068W,938
4932.YDR159W,4932.YIL149C,887
4932.YDR159W,4932.YOR257W,999
4932.YDR159W,4932.YOR098C,984
4932.YDR159W,4932.YMR047C,979
4932.YDR159W,4932.YMR153W,758
4932.YDR159W,4932.YER107C,844
4932.YDR159W,4932.YMR125W,702
4932.YDR159W,4932.YNL139C,917
4932.YDR159W,4932.YIL115C,976
4932.YDR159W,4932.YKL057C,810
4932.YDR159W,4932.YKR082W,715
4932.YDR159W,4932.YKL186C,918
4932.YDR159W,4932.YLR335W,928
4932.YDR159W,4932.YDR432W,735
4932.YDR159W,4932.YOL072W,999
4932.YDR159W,4932.YPL169C,997
4932.YDR159W,4932.YHR167W,802
4932.YDR159W,4932.YGR119C,740
4932.YDR159W,4932.YJR084W,913
4932.YDR160W,4932.YFR029W,999
4932.YDR160W,4932.YDR463W,910
4932.YDR160W,4932.YJL156C,999
4932.YDR160W,4932.YMR119W,760
4932.YDR160W,4932.YNL008C,754
4932.YDR160W,4932.YKR093W,788
4932.YDR160W,4932.YNL142W,711
4932.YDR160W,4932.YHR006W,916
4932.YDR160W,4932.YNL159C,758
4932.YDR160W,4932.YKR039W,858
4932.YDR161W,4932.YKL009W,750
4932.YDR161W,4932.YGL076C,701
4932.YDR161W,4932.YNL178W,889
4932.YDR161W,4932.YMR131C,979
4932.YDR161W,4932.YDR361C,915
4932.YDR161W,4932.YPL131W,816
4932.YDR161W,4932.YIR012W,826
4932.YDR161W,4932.YMR061W,790
4932.YDR161W,4932.YNL002C,715
4932.YDR161W,4932.YOL022C,874
4932.YDR161W,4932.YKR081C,782
4932.YDR161W,4932.YOR063W,712
4932.YDR161W,4932.YPL239W,932
4932.YDR161W,4932.YLR435W,935
4932.YDR161W,4932.YKL060C,702
4932.YDR162C,4932.YNL298W,924
4932.YDR162C,4932.YOR127W,724
4932.YDR162C,4932.YKR048C,765
4932.YDR162C,4932.YJL128C,960
4932.YDR162C,4932.YJL095W,902
4932.YDR162C,4932.YOR208W,704
4932.YDR162C,4932.YHL007C,990
4932.YDR162C,4932.YER089C,756
4932.YDR162C,4932.YLR113W,730
4932.YDR163W,4932.YPL064C,964
4932.YDR163W,4932.YJR050W,990
4932.YDR163W,4932.YNL138W-A,984
4932.YDR163W,4932.YOR148C,911
4932.YDR163W,4932.YPR101W,999
4932.YDR163W,4932.YLR117C,998
4932.YDR163W,4932.YGR129W,995
4932.YDR163W,4932.YDR482C,993
4932.YDR163W,4932.YLR016C,970
4932.YDR163W,4932.YLL036C,999
4932.YDR163W,4932.YPL151C,999
4932.YDR163W,4932.YGR278W,987
4932.YDR163W,4932.YGR006W,965
4932.YDR163W,4932.YMR240C,949
4932.YDR163W,4932.YER112W,780
4932.YDR163W,4932.YLR147C,982
4932.YDR163W,4932.YPL213W,999
4932.YDR163W,4932.YKL173W,999
4932.YDR163W,4932.YGL120C,948
4932.YDR163W,4932.YDR416W,995
4932.YDR163W,4932.YFR043C,847
4932.YDR163W,4932.YOR319W,953
4932.YDR163W,4932.YNR011C,968
4932.YDR163W,4932.YDR364C,995
4932.YDR163W,4932.YGL128C,872
4932.YDR163W,4932.YLR323C,989
4932.YDR163W,4932.YMR288W,965
4932.YDR163W,4932.YHR165C,998
4932.YDR163W,4932.YMR213W,999
4932.YDR163W,4932.YFL017W-A,991
4932.YDR163W,4932.YJL203W,968
4932.YDR163W,4932.YGR074W,991
4932.YDR163W,4932.YNR032C-A,721
4932.YDR163W,4932.YER013W,999
4932.YDR163W,4932.YKL095W,994
4932.YDR163W,4932.YPL178W,919
4932.YDR163W,4932.YKR086W,993
4932.YDR163W,4932.YPR094W,944
4932.YDR163W,4932.YLR275W,992
4932.YDR163W,4932.YLR424W,912
4932.YDR163W,4932.YOR159C,989
4932.YDR163W,4932.YKR022C,889
4932.YDR163W,4932.YER029C,993
4932.YDR163W,4932.YML049C,944
4932.YDR163W,4932.YIR009W,988
4932.YDR163W,4932.YIR005W,963
4932.YDR163W,4932.YNL245C,991
4932.YDR163W,4932.YER172C,999
4932.YDR163W,4932.YPR182W,992
4932.YDR163W,4932.YGL174W,960
4932.YDR164C,4932.YLR148W,777
4932.YDR164C,4932.YPR032W,836
4932.YDR164C,4932.YOR089C,740
4932.YDR164C,4932.YLR166C,952
4932.YDR164C,4932.YNR049C,985
4932.YDR164C,4932.YJL085W,957
4932.YDR164C,4932.YIR022W,888
4932.YDR164C,4932.YPL232W,999
4932.YDR164C,4932.YMR231W,731
4932.YDR164C,4932.YFL038C,771
4932.YDR164C,4932.YOR036W,916
4932.YDR164C,4932.YGL095C,924
4932.YDR164C,4932.YGL212W,794
4932.YDR164C,4932.YDR323C,805
4932.YDR164C,4932.YGR009C,994
4932.YDR164C,4932.YPR055W,936
4932.YDR164C,4932.YLR268W,703
4932.YDR164C,4932.YLR026C,922
4932.YDR164C,4932.YER008C,939
4932.YDR164C,4932.YLR093C,908
4932.YDR164C,4932.YFL005W,965
4932.YDR164C,4932.YML001W,825
4932.YDR164C,4932.YOL018C,808
4932.YDR164C,4932.YMR197C,807
4932.YDR164C,4932.YMR183C,997
4932.YDR164C,4932.YLR396C,950
4932.YDR164C,4932.YPL045W,811
4932.YDR164C,4932.YGL233W,962
4932.YDR164C,4932.YNL287W,792
4932.YDR164C,4932.YOR106W,913
4932.YDR164C,4932.YIL068C,973
4932.YDR164C,4932.YER114C,709
4932.YDR164C,4932.YNL272C,837
4932.YDR164C,4932.YOR327C,984
4932.YDR164C,4932.YDR166C,932
4932.YDR165W,4932.YLR316C,801
4932.YDR165W,4932.YNL292W,812
4932.YDR165W,4932.YFL001W,762
4932.YDR165W,4932.YNR046W,963
4932.YDR165W,4932.YJL035C,763
4932.YDR165W,4932.YPL030W,729
4932.YDR165W,4932.YNL062C,995
4932.YDR165W,4932.YHR070W,783
4932.YDR165W,4932.YPL212C,947
4932.YDR165W,4932.YMR259C,936
4932.YDR165W,4932.YLR276C,716
4932.YDR165W,4932.YMR049C,752
4932.YDR165W,4932.YKR056W,718
4932.YDR165W,4932.YKL009W,737
4932.YDR165W,4932.YOL124C,988
4932.YDR165W,4932.YJL125C,998
4932.YDR165W,4932.YLR401C,861
4932.YDR165W,4932.YPL183C,909
4932.YDR165W,4932.YLR405W,712
4932.YDR165W,4932.YGL243W,770
4932.YDR165W,4932.YHR197W,741
4932.YDR165W,4932.YOL093W,977
4932.YDR165W,4932.YML080W,773
4932.YDR165W,4932.YNL132W,719
4932.YDR165W,4932.YOR243C,895
4932.YDR165W,4932.YGR103W,775
4932.YDR165W,4932.YMR290C,732
4932.YDR165W,4932.YGR187C,748
4932.YDR166C,4932.YER008C,999
4932.YDR166C,4932.YNL041C,739
4932.YDR166C,4932.YPR055W,999
4932.YDR166C,4932.YJL204C,916
4932.YDR166C,4932.YGR009C,952
4932.YDR166C,4932.YNR049C,717
4932.YDR166C,4932.YJL085W,999
4932.YDR166C,4932.YPL232W,887
4932.YDR166C,4932.YJL029C,713
4932.YDR166C,4932.YML071C,847
4932.YDR166C,4932.YPR032W,737
4932.YDR166C,4932.YLR166C,999
4932.YDR166C,4932.YNL272C,887
4932.YDR166C,4932.YOR327C,793
4932.YDR166C,4932.YOR326W,885
4932.YDR166C,4932.YIL068C,999
4932.YDR166C,4932.YPR165W,724
4932.YDR166C,4932.YIL118W,887
4932.YDR166C,4932.YGL233W,999
4932.YDR166C,4932.YNL087W,715
4932.YDR166C,4932.YLR229C,912
4932.YDR166C,4932.YLR078C,705
4932.YDR166C,4932.YFL005W,985
4932.YDR167W,4932.YHR143W-A,819
4932.YDR167W,4932.YNL138W-A,943
4932.YDR167W,4932.YPR158W,770
4932.YDR167W,4932.YGR274C,999
4932.YDR167W,4932.YLR055C,999
4932.YDR167W,4932.YNR010W,708
4932.YDR167W,4932.YPL254W,999
4932.YDR167W,4932.YGL070C,836
4932.YDR167W,4932.YPR086W,966
4932.YDR167W,4932.YJL140W,825
4932.YDR167W,4932.YOR224C,836
4932.YDR167W,4932.YER171W,815
4932.YDR167W,4932.YGR005C,893
4932.YDR167W,4932.YER164W,971
4932.YDR167W,4932.YGL116W,701
4932.YDR167W,4932.YGR142W,770
4932.YDR167W,4932.YPR056W,832
4932.YDR167W,4932.YPR187W,857
4932.YDR167W,4932.YDR308C,882
4932.YDR167W,4932.YML114C,999
4932.YDR167W,4932.YER022W,720
4932.YDR167W,4932.YOR151C,914
4932.YDR167W,4932.YPR070W,750
4932.YDR167W,4932.YER148W,999
4932.YDR167W,4932.YMR005W,999
4932.YDR167W,4932.YIL021W,854
4932.YDR167W,4932.YGL112C,999
4932.YDR167W,4932.YMR227C,999
4932.YDR167W,4932.YDR460W,842
4932.YDR167W,4932.YPR025C,830
4932.YDR167W,4932.YKL058W,863
4932.YDR167W,4932.YPL047W,999
4932.YDR167W,4932.YMR223W,999
4932.YDR167W,4932.YLR005W,758
4932.YDR167W,4932.YPL122C,798
4932.YDR167W,4932.YDR392W,999
4932.YDR167W,4932.YGL140C,914
4932.YDR167W,4932.YGR252W,999
4932.YDR167W,4932.YML098W,999
4932.YDR167W,4932.YPL011C,999
4932.YDR167W,4932.YOR023C,936
4932.YDR167W,4932.YLR095C,896
4932.YDR167W,4932.YOL148C,999
4932.YDR167W,4932.YDR176W,999
4932.YDR167W,4932.YOR210W,827
4932.YDR167W,4932.YDR448W,999
4932.YDR167W,4932.YDR404C,830
4932.YDR167W,4932.YML015C,999
4932.YDR167W,4932.YHR099W,999
4932.YDR167W,4932.YNL219C,887
4932.YDR167W,4932.YGL066W,999
4932.YDR167W,4932.YIL143C,798
4932.YDR167W,4932.YDR311W,799
4932.YDR167W,4932.YOR194C,794
4932.YDR167W,4932.YOL135C,857
4932.YDR167W,4932.YPR168W,845
4932.YDR167W,4932.YKL028W,839
4932.YDR167W,4932.YKR062W,827
4932.YDR167W,4932.YOL005C,712
4932.YDR167W,4932.YPL129W,999
4932.YDR167W,4932.YMR236W,999
4932.YDR167W,4932.YML049C,939
4932.YDR167W,4932.YER100W,778
4932.YDR167W,4932.YGR186W,831
4932.YDR168W,4932.YLR292C,704
4932.YDR168W,4932.YNL064C,949
4932.YDR168W,4932.YPL106C,738
4932.YDR168W,4932.YLR216C,958
4932.YDR168W,4932.YJR032W,960
4932.YDR168W,4932.YGR123C,955
4932.YDR168W,4932.YNL281W,921
4932.YDR168W,4932.YLR362W,880
4932.YDR168W,4932.YPL082C,737
4932.YDR168W,4932.YOR057W,866
4932.YDR168W,4932.YKL117W,994
4932.YDR168W,4932.YFL029C,877
4932.YDR168W,4932.YHR034C,736
4932.YDR168W,4932.YMR186W,999
4932.YDR168W,4932.YPL240C,999
4932.YDR168W,4932.YDR214W,996
4932.YDR168W,4932.YOR027W,992
4932.YDR169C,4932.YER088C,938
4932.YDR169C,4932.YNL330C,730
4932.YDR169C,4932.YPR104C,757
4932.YDR169C,4932.YLR223C,723
4932.YDR169C,4932.YHR205W,843
4932.YDR169C,4932.YLR403W,898
4932.YDR169C-A,4932.YDR182W-A,946
4932.YDR170C,4932.YGL206C,716
4932.YDR170C,4932.YOR094W,945
4932.YDR170C,4932.YNL297C,915
4932.YDR170C,4932.YPR181C,805
4932.YDR170C,4932.YGL238W,759
4932.YDR170C,4932.YNL287W,822
4932.YDR170C,4932.YLR262C,709
4932.YDR170C,4932.YHR108W,705
4932.YDR170C,4932.YDR468C,763
4932.YDR170C,4932.YJR031C,959
4932.YDR170C,4932.YER125W,752
4932.YDR170C,4932.YLR330W,751
4932.YDR170C,4932.YLR150W,718
4932.YDR170C,4932.YEL022W,975
4932.YDR170C,4932.YER031C,933
4932.YDR170C,4932.YFL038C,884
4932.YDR170C,4932.YER122C,839
4932.YDR170C,4932.YNL267W,927
4932.YDR170C,4932.YNL238W,843
4932.YDR170C,4932.YGL225W,791
4932.YDR170C,4932.YGR229C,730
4932.YDR171W,4932.YLR327C,742
4932.YDR171W,4932.YPR158W,957
4932.YDR171W,4932.YER103W,961
4932.YDR171W,4932.YMR250W,726
4932.YDR171W,4932.YOR027W,764
4932.YDR171W,4932.YNL007C,988
4932.YDR171W,4932.YLL024C,831
4932.YDR171W,4932.YGL037C,775
4932.YDR171W,4932.YMR186W,873
4932.YDR171W,4932.YGR142W,994
4932.YDR171W,4932.YPL240C,958
4932.YDR171W,4932.YDR258C,987
4932.YDR171W,4932.YNL077W,823
4932.YDR171W,4932.YLL026W,998
4932.YDR171W,4932.YOL032W,709
4932.YDR171W,4932.YMR105C,712
4932.YDR171W,4932.YGR248W,739
4932.YDR171W,4932.YJL144W,854
4932.YDR171W,4932.YDR172W,710
4932.YDR171W,4932.YOR020C,705
4932.YDR171W,4932.YML100W,775
4932.YDR171W,4932.YPR035W,722
4932.YDR171W,4932.YEL011W,760
4932.YDR171W,4932.YNL209W,719
4932.YDR171W,4932.YLR178C,714
4932.YDR171W,4932.YNL064C,890
4932.YDR171W,4932.YPL106C,908
4932.YDR171W,4932.YFL016C,741
4932.YDR171W,4932.YDR533C,786
4932.YDR171W,4932.YFL014W,871
4932.YDR172W,4932.YNL007C,981
4932.YDR172W,4932.YOR027W,701
4932.YDR172W,4932.YOL139C,840
4932.YDR172W,4932.YMR116C,874
4932.YDR172W,4932.YHR038W,771
4932.YDR172W,4932.YKL001C,909
4932.YDR172W,4932.YPL237W,727
4932.YDR172W,4932.YNL188W,702
4932.YDR172W,4932.YOR128C,763
4932.YDR172W,4932.YPL016W,930
4932.YDR172W,4932.YPR154W,946
4932.YDR172W,4932.YGL049C,748
4932.YDR172W,4932.YOL127W,766
4932.YDR172W,4932.YHL015W,771
4932.YDR172W,4932.YLL024C,773
4932.YDR172W,4932.YDR385W,945
4932.YDR172W,4932.YNL243W,831
4932.YDR172W,4932.YMR080C,999
4932.YDR172W,4932.YER112W,725
4932.YDR172W,4932.YDR429C,792
4932.YDR172W,4932.YLR249W,755
4932.YDR172W,4932.YLL026W,999
4932.YDR172W,4932.YHR077C,981
4932.YDR172W,4932.YHR015W,800
4932.YDR172W,4932.YOL040C,737
4932.YDR172W,4932.YMR070W,886
4932.YDR172W,4932.YFL039C,780
4932.YDR172W,4932.YPR163C,707
4932.YDR172W,4932.YJL138C,730
4932.YDR172W,4932.YGR162W,812
4932.YDR172W,4932.YLR340W,726
4932.YDR172W,4932.YNL016W,935
4932.YDR172W,4932.YPL190C,803
4932.YDR172W,4932.YNL229C,962
4932.YDR172W,4932.YEL021W,857
4932.YDR172W,4932.YLR441C,701
4932.YDR172W,4932.YER025W,772
4932.YDR172W,4932.YOR069W,711
4932.YDR172W,4932.YPR041W,796
4932.YDR172W,4932.YER049W,932
4932.YDR172W,4932.YNL209W,793
4932.YDR172W,4932.YMR309C,774
4932.YDR172W,4932.YLR192C,889
4932.YDR172W,4932.YGL103W,727
4932.YDR172W,4932.YGL123W,816
4932.YDR172W,4932.YER165W,999
4932.YDR172W,4932.YML028W,743
4932.YDR172W,4932.YNL178W,910
4932.YDR172W,4932.YNL001W,955
4932.YDR172W,4932.YPL226W,967
4932.YDR172W,4932.YKL203C,719
4932.YDR172W,4932.YER176W,872
4932.YDR172W,4932.YOR369C,712
4932.YDR172W,4932.YML117W,787
4932.YDR172W,4932.YOR361C,701
4932.YDR172W,4932.YGR072W,976
4932.YDR172W,4932.YGR118W,823
4932.YDR172W,4932.YPL106C,850
4932.YDR172W,4932.YJR066W,716
4932.YDR172W,4932.YPR132W,800
4932.YDR172W,4932.YNL064C,978
4932.YDR172W,4932.YOR150W,748
4932.YDR172W,4932.YOR274W,837
4932.YDR172W,4932.YLR344W,707
4932.YDR172W,4932.YML068W,913
4932.YDR173C,4932.YMR043W,997
4932.YDR173C,4932.YGR233C,766
4932.YDR173C,4932.YLR410W,838
4932.YDR173C,4932.YML099C,996
4932.YDR173C,4932.YJL071W,789
4932.YDR173C,4932.YPL268W,980
4932.YDR173C,4932.YDR315C,994
4932.YDR173C,4932.YMR042W,999
4932.YDR173C,4932.YER069W,843
4932.YDR173C,4932.YOL140W,820
4932.YDR174W,4932.YLL011W,901
4932.YDR174W,4932.YLR403W,872
4932.YDR174W,4932.YPL126W,900
4932.YDR174W,4932.YNL216W,892
4932.YDR174W,4932.YEL026W,910
4932.YDR174W,4932.YOR078W,910
4932.YDR174W,4932.YDR339C,903
4932.YDR174W,4932.YGR145W,722
4932.YDR174W,4932.YJL069C,900
4932.YDR174W,4932.YLR222C,900
4932.YDR174W,4932.YPL081W,935
4932.YDR174W,4932.YOR096W,934
4932.YDR174W,4932.YNL088W,848
4932.YDR174W,4932.YNL248C,925
4932.YDR174W,4932.YJR002W,900
4932.YDR174W,4932.YER148W,739
4932.YDR174W,4932.YDR303C,746
4932.YDR174W,4932.YLR223C,958
4932.YDR174W,4932.YPR104C,879
4932.YDR174W,4932.YDR449C,902
4932.YDR174W,4932.YJL148W,728
4932.YDR174W,4932.YGR128C,902
4932.YDR174W,4932.YOR310C,909
4932.YDR174W,4932.YPR137W,900
4932.YDR174W,4932.YOR004W,904
4932.YDR174W,4932.YNL135C,750
4932.YDR174W,4932.YDR317W,727
4932.YDR174W,4932.YLR409C,902
4932.YDR174W,4932.YHR148W,903
4932.YDR174W,4932.YDR299W,723
4932.YDR174W,4932.YPR144C,901
4932.YDR174W,4932.YMR128W,903
4932.YDR174W,4932.YGR090W,953
4932.YDR174W,4932.YKL125W,807
4932.YDR174W,4932.YKL112W,776
4932.YDR174W,4932.YLR197W,924
4932.YDR174W,4932.YMR229C,911
4932.YDR174W,4932.YMR093W,903
4932.YDR174W,4932.YKL099C,901
4932.YDR174W,4932.YDR324C,901
4932.YDR174W,4932.YLR186W,905
4932.YDR174W,4932.YJL033W,787
4932.YDR174W,4932.YPR052C,843
4932.YDR174W,4932.YDR398W,901
4932.YDR174W,4932.YIL091C,900
4932.YDR174W,4932.YPL090C,915
4932.YDR174W,4932.YGL123W,932
4932.YDR174W,4932.YNL096C,908
4932.YDR174W,4932.YJL191W,927
4932.YDR174W,4932.YNL075W,902
4932.YDR174W,4932.YHR196W,923
4932.YDR174W,4932.YER082C,905
4932.YDR174W,4932.YLR129W,902
4932.YDR174W,4932.YML093W,900
4932.YDR174W,4932.YJL109C,901
4932.YDR175C,4932.YFR031C-A,857
4932.YDR175C,4932.YER050C,999
4932.YDR175C,4932.YPR166C,999
4932.YDR175C,4932.YPL013C,999
4932.YDR175C,4932.YMR286W,993
4932.YDR175C,4932.YKL180W,905
4932.YDR175C,4932.YNR022C,826
4932.YDR175C,4932.YHR038W,915
4932.YDR175C,4932.YIL133C,893
4932.YDR175C,4932.YDR494W,988
4932.YDR175C,4932.YGR215W,999
4932.YDR175C,4932.YJL096W,939
4932.YDR175C,4932.YPR100W,993
4932.YDR175C,4932.YOL114C,841
4932.YDR175C,4932.YGL129C,999
4932.YDR175C,4932.YEL054C,885
4932.YDR175C,4932.YHL015W,946
4932.YDR175C,4932.YDR405W,996
4932.YDR175C,4932.YPL173W,936
4932.YDR175C,4932.YHR075C,900
4932.YDR175C,4932.YNL122C,818
4932.YDR175C,4932.YKR085C,957
4932.YDR175C,4932.YLR048W,913
4932.YDR175C,4932.YDR418W,882
4932.YDR175C,4932.YNL081C,993
4932.YDR175C,4932.YMR225C,777
4932.YDR175C,4932.YGR150C,850
4932.YDR175C,4932.YIL093C,999
4932.YDR175C,4932.YIL018W,857
4932.YDR175C,4932.YGR076C,935
4932.YDR175C,4932.YOR187W,786
4932.YDR175C,4932.YOR063W,924
4932.YDR175C,4932.YKL155C,998
4932.YDR175C,4932.YMR239C,914
4932.YDR175C,4932.YDR462W,997
4932.YDR175C,4932.YJL063C,998
4932.YDR175C,4932.YHR059W,988
4932.YDR175C,4932.YPL118W,996
4932.YDR175C,4932.YEL050C,995
4932.YDR175C,4932.YGR220C,998
4932.YDR175C,4932.YLR388W,915
4932.YDR175C,4932.YJR101W,998
4932.YDR175C,4932.YNL177C,997
4932.YDR175C,4932.YDR347W,997
4932.YDR175C,4932.YOL023W,869
4932.YDR175C,4932.YKL003C,999
4932.YDR175C,4932.YLL013C,735
4932.YDR175C,4932.YJL191W,894
4932.YDR175C,4932.YKL138C,882
4932.YDR175C,4932.YML009C,995
4932.YDR175C,4932.YNL185C,976
4932.YDR175C,4932.YLR439W,997
4932.YDR175C,4932.YMR024W,993
4932.YDR175C,4932.YOR158W,997
4932.YDR175C,4932.YMR193W,972
4932.YDR175C,4932.YNL284C,998
4932.YDR175C,4932.YGR214W,935
4932.YDR175C,4932.YGL103W,928
4932.YDR175C,4932.YGL123W,959
4932.YDR175C,4932.YKL170W,978
4932.YDR175C,4932.YKL067W,931
4932.YDR175C,4932.YMR158W,995
4932.YDR175C,4932.YLR178C,845
4932.YDR175C,4932.YGR084C,987
4932.YDR175C,4932.YMR188C,999
4932.YDR175C,4932.YOL031C,789
4932.YDR175C,4932.YPR132W,900
4932.YDR175C,4932.YPL183W-A,994
4932.YDR175C,4932.YOR150W,996
4932.YDR175C,4932.YGR118W,900
4932.YDR175C,4932.YNR036C,999
4932.YDR175C,4932.YDR450W,745
4932.YDR175C,4932.YNL137C,999
4932.YDR175C,4932.YGR165W,999
4932.YDR175C,4932.YML025C,998
4932.YDR175C,4932.YHR147C,985
4932.YDR175C,4932.YJL177W,905
4932.YDR175C,4932.YNL005C,994
4932.YDR175C,4932.YER038C,747
4932.YDR175C,4932.YDR337W,999
4932.YDR175C,4932.YDR296W,853
4932.YDR175C,4932.YMR228W,753
4932.YDR175C,4932.YLR312W-A,836
4932.YDR175C,4932.YLR344W,774
4932.YDR175C,4932.YNL069C,893
4932.YDR175C,4932.YKL167C,978
4932.YDR175C,4932.YLR204W,964
4932.YDR175C,4932.YGL068W,902
4932.YDR175C,4932.YJR113C,999
4932.YDR175C,4932.YNL306W,999
4932.YDR175C,4932.YKR006C,864
4932.YDR175C,4932.YNL252C,996
4932.YDR175C,4932.YDR322W,979
4932.YDR175C,4932.YHL004W,999
4932.YDR175C,4932.YJR123W,946
4932.YDR175C,4932.YLR179C,845
4932.YDR175C,4932.YLR075W,804
4932.YDR175C,4932.YDR237W,971
4932.YDR175C,4932.YNR037C,998
4932.YDR176W,4932.YGR142W,713
4932.YDR176W,4932.YNL107W,874
